0,Q,default/15247.java_elimina,57,80
13,R,default/82481.java_readAndRewrite,27,46,T1
14,R,default/82382.java_readAndRewrite,27,46,F
15,R,default/80289.java_readAndRewrite,27,46,F
16,R,default/80183.java_readAndRewrite,27,46,F
17,R,default/78262.java_readAndRewrite,27,46,T1
18,R,default/76107.java_readAndRewrite,27,46,F
19,R,default/76005.java_readAndRewrite,27,46,F
20,R,default/75286.java_readAndRewrite,27,46,F
21,R,default/75240.java_readAndRewrite,27,46,F
22,R,default/74387.java_readAndRewrite,27,46,F
23,R,default/73183.java_readAndRewrite,27,46,F
24,R,default/6930.java_readAndRewrite,27,46,F
25,R,default/67750.java_readAndRewrite,27,46,F
26,R,default/6564.java_readAndRewrite,27,46,F
27,R,default/65489.java_readAndRewrite,27,46,F
28,R,default/65102.java_readAndRewrite,27,46,F
29,R,default/63225.java_readAndRewrite,27,46,F
30,R,default/6039.java_readAndRewrite,27,46,F
31,R,default/6000.java_readAndRewrite,27,46,F
32,R,default/57225.java_readAndRewrite,27,46,F
33,R,default/56949.java_readAndRewrite,27,46,F
34,R,default/56674.java_readAndRewrite,27,46,F
35,R,default/53920.java_readAndRewrite,27,46,F
36,R,default/53058.java_readAndRewrite,27,46,F
37,R,default/50844.java_readAndRewrite,27,46,F
38,R,default/48067.java_readAndRewrite,27,46,F
39,R,default/47322.java_readAndRewrite,27,46,F
40,R,default/4689.java_readAndRewrite,27,46,F
41,R,default/46089.java_readAndRewrite,27,46,F
42,R,default/45930.java_readAndRewrite,27,46,F
43,R,default/44695.java_readAndRewrite,27,46,F
44,R,default/44639.java_readAndRewrite,27,46,T1
45,R,default/43033.java_readAndRewrite,27,46,F
46,R,default/41145.java_readAndRewrite,27,46,F
47,R,default/41035.java_readAndRewrite,27,46,F
48,R,default/37992.java_readAndRewrite,27,46,F
49,R,default/3658.java_readAndRewrite,27,46,F
50,R,default/36134.java_readAndRewrite,27,46,F
51,R,default/34597.java_readAndRewrite,27,46,F
52,R,default/34342.java_readAndRewrite,27,46,F
53,R,default/32032.java_readAndRewrite,27,46,F
54,R,default/31361.java_readAndRewrite,27,46,T1
55,R,default/30970.java_readAndRewrite,27,46,F
56,R,default/29717.java_readAndRewrite,27,46,F
57,R,default/28711.java_readAndRewrite,27,46,F
58,R,default/27359.java_readAndRewrite,27,46,F
59,R,default/26599.java_readAndRewrite,27,46,F
60,R,default/25927.java_readAndRewrite,27,46,F
61,R,default/25398.java_readAndRewrite,27,46,T1
62,R,default/23674.java_readAndRewrite,27,46,T1
63,R,default/22724.java_readAndRewrite,27,46,F
64,R,default/18314.java_readAndRewrite,27,46,F
65,R,default/14424.java_readAndRewrite,27,46,F
66,R,default/14070.java_readAndRewrite,27,46,T1
67,R,default/136373.java_readAndRewrite,27,46,F
68,R,default/134599.java_readAndRewrite,27,46,F
69,R,default/133428.java_readAndRewrite,27,46,F
70,R,default/132716.java_readAndRewrite,27,46,F
71,R,default/131729.java_readAndRewrite,27,46,F
72,R,default/131657.java_readAndRewrite,27,46,F
73,R,default/131531.java_readAndRewrite,27,46,F
74,R,default/128049.java_readAndRewrite,27,46,F
75,R,default/12772.java_readAndRewrite,27,46,F
76,R,default/126732.java_readAndRewrite,27,46,F
77,R,default/12485.java_readAndRewrite,27,46,F
78,R,default/123890.java_readAndRewrite,27,46,F
79,R,default/123302.java_readAndRewrite,27,46,F
80,R,default/12233.java_readAndRewrite,27,46,F
81,R,default/119518.java_readAndRewrite,27,46,F
82,R,default/118790.java_readAndRewrite,27,46,F
83,R,default/116595.java_readAndRewrite,27,46,F
84,R,default/115008.java_readAndRewrite,27,46,F
85,R,default/113632.java_readAndRewrite,27,46,F
86,R,default/113078.java_readAndRewrite,27,46,F
87,R,default/112972.java_readAndRewrite,27,46,F
88,R,default/111788.java_readAndRewrite,27,46,T1
89,R,default/111151.java_readAndRewrite,27,46,F
90,R,default/109550.java_readAndRewrite,27,46,T1
91,R,default/106736.java_readAndRewrite,27,46,F
92,R,default/106370.java_readAndRewrite,27,46,F
93,R,default/10551.java_readAndRewrite,27,46,F
94,R,default/103511.java_readAndRewrite,27,46,F
95,R,default/102796.java_readAndRewrite,27,46,F
96,R,default/102678.java_readAndRewrite,27,46,F
97,R,default/101871.java_readAndRewrite,27,46,F
98,R,default/100082.java_readAndRewrite,27,46,F
99,R,selected/716180.java_createCertificate,103,236,F
100,R,selected/1147611.java_injectDataToNetwork,185,285,F

0,Q,default/85558.java_convert,90,172
1,R,default/99223.java_convert,90,172,F
2,R,default/98707.java_convert,90,172,T1
3,R,default/97464.java_convert,90,172,T1
4,R,default/94629.java_convert,90,172,F
5,R,default/93763.java_convert,90,172,F
6,R,default/90637.java_convert,90,172,F
7,R,default/89548.java_convert,90,172,F
8,R,default/88651.java_convert,90,172,F
9,R,default/88560.java_convert,90,172,F
10,R,default/87946.java_convert,90,172,F
11,R,default/85487.java_convert,90,172,F
12,R,default/85318.java_convert,90,172,F
13,R,default/84530.java_convert,90,172,F
14,R,default/83993.java_convert,90,172,F
15,R,default/83354.java_convert,90,172,F
16,R,default/81961.java_convert,90,172,F
17,R,default/7503.java_convert,90,172,F
18,R,default/74316.java_convert,90,172,F
19,R,default/7384.java_convert,90,172,T1
20,R,default/70334.java_convert,90,172,F
21,R,default/68948.java_convert,90,172,F
22,R,default/68838.java_convert,90,172,F
23,R,default/6756.java_convert,90,172,F
24,R,default/6711.java_convert,90,172,T1
25,R,default/67079.java_convert,90,172,F
26,R,default/6658.java_convert,90,172,T1
27,R,default/65988.java_convert,90,172,F
28,R,default/64536.java_convert,90,172,F
29,R,default/62894.java_convert,90,172,F
30,R,default/61962.java_convert,90,172,F
31,R,default/58954.java_convert,90,172,F
32,R,default/56686.java_convert,90,172,F
33,R,default/56295.java_convert,90,172,F
34,R,default/55786.java_convert,90,172,T1
35,R,default/54008.java_convert,90,172,F
36,R,default/53938.java_convert,90,172,F
37,R,default/52379.java_convert,90,172,T1
38,R,default/52305.java_convert,90,172,F
39,R,default/50141.java_convert,90,172,F
40,R,default/49257.java_convert,90,172,F
41,R,default/47668.java_convert,90,172,F
42,R,default/46992.java_convert,90,172,F
43,R,default/46926.java_convert,90,172,T1
44,R,default/45035.java_convert,91,173,F
45,R,default/43963.java_convert,90,172,F
46,R,default/41605.java_convert,90,172,F
47,R,default/38807.java_convert,91,173,F
48,R,default/37180.java_convert,90,172,T1
49,R,default/36368.java_convert,90,172,F
50,R,default/33993.java_convert,90,172,F
51,R,default/32798.java_convert,90,172,F
52,R,default/32245.java_convert,90,172,F
53,R,default/29246.java_convert,90,172,F
54,R,default/28903.java_convert,90,172,F
55,R,default/26700.java_convert,90,172,F
56,R,default/24658.java_convert,90,172,F
57,R,default/22134.java_convert,90,172,T1
58,R,default/21825.java_convert,90,172,F
59,R,default/21679.java_convert,90,172,F
60,R,default/20534.java_convert,90,172,F
61,R,default/2039.java_convert,90,172,F
62,R,default/19995.java_convert,90,172,F
63,R,default/19311.java_convert,90,172,F
64,R,default/18888.java_convert,90,172,F
65,R,default/15515.java_convert,90,172,F
66,R,default/15109.java_convert,90,172,F
67,R,default/14592.java_convert,90,172,F
68,R,default/134632.java_convert,90,172,F
69,R,default/13449.java_convert,90,172,T1
70,R,default/1325.java_convert,90,172,F
71,R,default/130814.java_convert,90,172,F
72,R,default/12981.java_convert,90,172,F
73,R,default/128921.java_convert,90,172,F
74,R,default/1271.java_convert,90,172,F
75,R,default/12681.java_convert,90,172,F
76,R,default/123681.java_convert,90,172,F
77,R,default/123431.java_convert,90,172,F
78,R,default/121896.java_convert,90,172,F
79,R,default/121616.java_convert,90,172,F
80,R,default/120380.java_convert,90,172,F
81,R,default/11961.java_convert,90,172,F
82,R,default/117641.java_convert,90,172,F
83,R,default/116560.java_convert,90,172,F
84,R,default/116394.java_convert,90,172,F
85,R,default/116283.java_convert,90,172,F
86,R,default/115561.java_convert,90,172,F
87,R,default/115041.java_convert,90,172,T1
88,R,default/114479.java_convert,90,172,F
89,R,default/112013.java_convert,90,172,F
90,R,default/111245.java_convert,90,172,F
91,R,default/107629.java_convert,91,173,F
92,R,default/106637.java_convert,90,172,F
93,R,default/104991.java_convert,90,172,F
94,R,default/104329.java_convert,90,172,F
95,R,default/104092.java_convert,90,172,F
96,R,default/103968.java_convert,90,172,F
97,R,default/103697.java_convert,90,172,F
98,R,default/10220.java_convert,90,172,F
99,R,default/101851.java_convert,90,172,F
100,R,default/100662.java_convert,90,172,F

0,Q,default/82481.java_readAndRewrite,27,46
1,R,default/99202.java_readAndRewrite,27,46,F
2,R,default/98925.java_readAndRewrite,27,46,F
3,R,default/9805.java_readAndRewrite,27,46,F
4,R,default/96545.java_readAndRewrite,27,46,F
5,R,default/95809.java_readAndRewrite,27,46,F
6,R,default/95679.java_readAndRewrite,27,46,F
7,R,default/95390.java_readAndRewrite,27,46,T1
8,R,default/91191.java_readAndRewrite,27,46,F
9,R,default/89905.java_readAndRewrite,27,46,T1
10,R,default/88616.java_readAndRewrite,27,46,F
11,R,default/85308.java_readAndRewrite,27,46,F
12,R,default/84365.java_readAndRewrite,27,46,F
13,R,default/82382.java_readAndRewrite,27,46,F
14,R,default/80289.java_readAndRewrite,27,46,F
15,R,default/80183.java_readAndRewrite,27,46,F
16,R,default/78262.java_readAndRewrite,27,46,T1
17,R,default/76107.java_readAndRewrite,27,46,F
18,R,default/76005.java_readAndRewrite,27,46,F
19,R,default/75286.java_readAndRewrite,27,46,F
20,R,default/75240.java_readAndRewrite,27,46,F
21,R,default/74387.java_readAndRewrite,27,46,F
22,R,default/73183.java_readAndRewrite,27,46,F
23,R,default/6930.java_readAndRewrite,27,46,F
24,R,default/67750.java_readAndRewrite,27,46,F
25,R,default/6564.java_readAndRewrite,27,46,F
26,R,default/65489.java_readAndRewrite,27,46,F
27,R,default/65102.java_readAndRewrite,27,46,F
28,R,default/63225.java_readAndRewrite,27,46,F
29,R,default/6039.java_readAndRewrite,27,46,F
30,R,default/6000.java_readAndRewrite,27,46,F
31,R,default/57225.java_readAndRewrite,27,46,F
32,R,default/56949.java_readAndRewrite,27,46,F
33,R,default/56674.java_readAndRewrite,27,46,F
34,R,default/53920.java_readAndRewrite,27,46,F
35,R,default/53058.java_readAndRewrite,27,46,F
36,R,default/50844.java_readAndRewrite,27,46,F
37,R,default/48067.java_readAndRewrite,27,46,F
38,R,default/47322.java_readAndRewrite,27,46,F
39,R,default/4689.java_readAndRewrite,27,46,F
40,R,default/46089.java_readAndRewrite,27,46,F
41,R,default/45930.java_readAndRewrite,27,46,F
42,R,default/44695.java_readAndRewrite,27,46,F
43,R,default/44639.java_readAndRewrite,27,46,T1
44,R,default/43033.java_readAndRewrite,27,46,F
45,R,default/41145.java_readAndRewrite,27,46,F
46,R,default/41035.java_readAndRewrite,27,46,F
47,R,default/37992.java_readAndRewrite,27,46,F
48,R,default/3658.java_readAndRewrite,27,46,F
49,R,default/36134.java_readAndRewrite,27,46,F
50,R,default/34597.java_readAndRewrite,27,46,F
51,R,default/34342.java_readAndRewrite,27,46,F
52,R,default/32324.java_readAndRewrite,27,46,F
53,R,default/32032.java_readAndRewrite,27,46,F
54,R,default/31361.java_readAndRewrite,27,46,T1
55,R,default/30970.java_readAndRewrite,27,46,F
56,R,default/29717.java_readAndRewrite,27,46,F
57,R,default/28711.java_readAndRewrite,27,46,F
58,R,default/27359.java_readAndRewrite,27,46,F
59,R,default/26599.java_readAndRewrite,27,46,F
60,R,default/25927.java_readAndRewrite,27,46,F
61,R,default/25398.java_readAndRewrite,27,46,T1
62,R,default/23674.java_readAndRewrite,27,46,T1
63,R,default/22724.java_readAndRewrite,27,46,F
64,R,default/18314.java_readAndRewrite,27,46,F
65,R,default/14424.java_readAndRewrite,27,46,F
66,R,default/14070.java_readAndRewrite,27,46,T1
67,R,default/136373.java_readAndRewrite,27,46,F
68,R,default/134599.java_readAndRewrite,27,46,F
69,R,default/133428.java_readAndRewrite,27,46,F
70,R,default/132716.java_readAndRewrite,27,46,F
71,R,default/131729.java_readAndRewrite,27,46,F
72,R,default/131657.java_readAndRewrite,27,46,F
73,R,default/131531.java_readAndRewrite,27,46,F
74,R,default/128049.java_readAndRewrite,27,46,F
75,R,default/12772.java_readAndRewrite,27,46,F
76,R,default/126732.java_readAndRewrite,27,46,F
77,R,default/12485.java_readAndRewrite,27,46,F
78,R,default/123890.java_readAndRewrite,27,46,F
79,R,default/123302.java_readAndRewrite,27,46,F
80,R,default/12233.java_readAndRewrite,27,46,F
81,R,default/119518.java_readAndRewrite,27,46,F
82,R,default/118790.java_readAndRewrite,27,46,F
83,R,default/116595.java_readAndRewrite,27,46,F
84,R,default/115008.java_readAndRewrite,27,46,F
85,R,default/113632.java_readAndRewrite,27,46,F
86,R,default/113078.java_readAndRewrite,27,46,F
87,R,default/112972.java_readAndRewrite,27,46,F
88,R,default/111788.java_readAndRewrite,27,46,T1
89,R,default/111151.java_readAndRewrite,27,46,F
90,R,default/109550.java_readAndRewrite,27,46,T1
91,R,default/106736.java_readAndRewrite,27,46,F
92,R,default/106370.java_readAndRewrite,27,46,F
93,R,default/10551.java_readAndRewrite,27,46,F
94,R,default/103511.java_readAndRewrite,27,46,F
95,R,default/102796.java_readAndRewrite,27,46,F
96,R,default/102678.java_readAndRewrite,27,46,F
97,R,default/101871.java_readAndRewrite,27,46,F
98,R,default/100082.java_readAndRewrite,27,46,F
99,R,selected/716180.java_createCertificate,103,236,F
100,R,selected/1147611.java_injectDataToNetwork,185,285,F

0,Q,default/46926.java_convert,90,172
1,R,default/99223.java_convert,90,172,F
2,R,default/98707.java_convert,90,172,T1
3,R,default/97464.java_convert,90,172,T1
4,R,default/94629.java_convert,90,172,F
5,R,default/93763.java_convert,90,172,F
6,R,default/90637.java_convert,90,172,F
7,R,default/89548.java_convert,90,172,F
8,R,default/88651.java_convert,90,172,F
9,R,default/88560.java_convert,90,172,F
10,R,default/87946.java_convert,90,172,F
11,R,default/85558.java_convert,90,172,F
12,R,default/85487.java_convert,90,172,F
13,R,default/85318.java_convert,90,172,F
14,R,default/84530.java_convert,90,172,F
15,R,default/83993.java_convert,90,172,F
16,R,default/83354.java_convert,90,172,F
17,R,default/81961.java_convert,90,172,F
18,R,default/7503.java_convert,90,172,F
19,R,default/74316.java_convert,90,172,F
20,R,default/7384.java_convert,90,172,T1
21,R,default/70334.java_convert,90,172,F
22,R,default/68948.java_convert,90,172,F
23,R,default/68838.java_convert,90,172,F
24,R,default/6756.java_convert,90,172,F
25,R,default/6711.java_convert,90,172,T1
26,R,default/67079.java_convert,90,172,F
27,R,default/6658.java_convert,90,172,T1
28,R,default/65988.java_convert,90,172,F
29,R,default/64536.java_convert,90,172,F
30,R,default/62894.java_convert,90,172,F
31,R,default/61962.java_convert,90,172,F
32,R,default/58954.java_convert,90,172,F
33,R,default/56686.java_convert,90,172,F
34,R,default/56295.java_convert,90,172,F
35,R,default/55786.java_convert,90,172,T1
36,R,default/54008.java_convert,90,172,F
37,R,default/53938.java_convert,90,172,F
38,R,default/52379.java_convert,90,172,T1
39,R,default/52305.java_convert,90,172,F
40,R,default/50141.java_convert,90,172,F
41,R,default/49257.java_convert,90,172,F
42,R,default/47668.java_convert,90,172,F
43,R,default/46992.java_convert,90,172,F
44,R,default/45035.java_convert,91,173,F
45,R,default/43963.java_convert,90,172,F
46,R,default/41605.java_convert,90,172,F
47,R,default/38807.java_convert,91,173,F
48,R,default/37180.java_convert,90,172,T1
49,R,default/36368.java_convert,90,172,F
50,R,default/33993.java_convert,90,172,F
51,R,default/32798.java_convert,90,172,F
52,R,default/32245.java_convert,90,172,F
53,R,default/29246.java_convert,90,172,F
54,R,default/28903.java_convert,90,172,F
55,R,default/26700.java_convert,90,172,F
56,R,default/24658.java_convert,90,172,F
57,R,default/22134.java_convert,90,172,T1
58,R,default/21825.java_convert,90,172,F
59,R,default/21679.java_convert,90,172,F
60,R,default/20534.java_convert,90,172,F
61,R,default/2039.java_convert,90,172,F
62,R,default/19995.java_convert,90,172,F
63,R,default/19311.java_convert,90,172,F
64,R,default/18888.java_convert,90,172,F
65,R,default/15515.java_convert,90,172,F
66,R,default/15109.java_convert,90,172,F
67,R,default/14592.java_convert,90,172,F
68,R,default/134632.java_convert,90,172,F
69,R,default/13449.java_convert,90,172,T1
70,R,default/1325.java_convert,90,172,F
71,R,default/130814.java_convert,90,172,F
72,R,default/12981.java_convert,90,172,F
73,R,default/128921.java_convert,90,172,F
74,R,default/1271.java_convert,90,172,F
75,R,default/12681.java_convert,90,172,F
76,R,default/123681.java_convert,90,172,F
77,R,default/123431.java_convert,90,172,F
78,R,default/121896.java_convert,90,172,F
79,R,default/121616.java_convert,90,172,F
80,R,default/120380.java_convert,90,172,F
81,R,default/11961.java_convert,90,172,F
82,R,default/117641.java_convert,90,172,F
83,R,default/116560.java_convert,90,172,F
84,R,default/116394.java_convert,90,172,F
85,R,default/116283.java_convert,90,172,F
86,R,default/115561.java_convert,90,172,F
87,R,default/115041.java_convert,90,172,T1
88,R,default/114479.java_convert,90,172,F
89,R,default/112013.java_convert,90,172,F
90,R,default/111245.java_convert,90,172,F
91,R,default/107629.java_convert,91,173,F
92,R,default/106637.java_convert,90,172,F
93,R,default/104991.java_convert,90,172,F
94,R,default/104329.java_convert,90,172,F
95,R,default/104092.java_convert,90,172,F
96,R,default/103968.java_convert,90,172,F
97,R,default/103697.java_convert,90,172,F
98,R,default/10220.java_convert,90,172,F
99,R,default/101851.java_convert,90,172,F
100,R,default/100662.java_convert,90,172,F

0,Q,default/7384.java_convert,90,172
1,R,default/99223.java_convert,90,172,F
2,R,default/98707.java_convert,90,172,T1
3,R,default/97464.java_convert,90,172,T1
4,R,default/94629.java_convert,90,172,F
5,R,default/93763.java_convert,90,172,F
6,R,default/90637.java_convert,90,172,F
7,R,default/89548.java_convert,90,172,F
8,R,default/88651.java_convert,90,172,F
9,R,default/88560.java_convert,90,172,F
10,R,default/87946.java_convert,90,172,F
11,R,default/85558.java_convert,90,172,F
12,R,default/85487.java_convert,90,172,F
13,R,default/85318.java_convert,90,172,F
14,R,default/84530.java_convert,90,172,F
15,R,default/83993.java_convert,90,172,F
16,R,default/83354.java_convert,90,172,F
17,R,default/81961.java_convert,90,172,F
18,R,default/7503.java_convert,90,172,F
19,R,default/74316.java_convert,90,172,F
20,R,default/70334.java_convert,90,172,F
21,R,default/68948.java_convert,90,172,F
22,R,default/68838.java_convert,90,172,F
23,R,default/6756.java_convert,90,172,F
24,R,default/6711.java_convert,90,172,T1
25,R,default/67079.java_convert,90,172,F
26,R,default/6658.java_convert,90,172,T1
27,R,default/65988.java_convert,90,172,F
28,R,default/64536.java_convert,90,172,F
29,R,default/62894.java_convert,90,172,F
30,R,default/61962.java_convert,90,172,F
31,R,default/58954.java_convert,90,172,F
32,R,default/56686.java_convert,90,172,F
33,R,default/56295.java_convert,90,172,F
34,R,default/55786.java_convert,90,172,T1
35,R,default/54008.java_convert,90,172,F
36,R,default/53938.java_convert,90,172,F
37,R,default/52379.java_convert,90,172,T1
38,R,default/52305.java_convert,90,172,F
39,R,default/50141.java_convert,90,172,F
40,R,default/49257.java_convert,90,172,F
41,R,default/47668.java_convert,90,172,F
42,R,default/46992.java_convert,90,172,F
43,R,default/46926.java_convert,90,172,F
44,R,default/45035.java_convert,91,173,F
45,R,default/43963.java_convert,90,172,F
46,R,default/41605.java_convert,90,172,F
47,R,default/38807.java_convert,91,173,F
48,R,default/37180.java_convert,90,172,T1
49,R,default/36368.java_convert,90,172,F
50,R,default/33993.java_convert,90,172,F
51,R,default/32798.java_convert,90,172,F
52,R,default/32245.java_convert,90,172,F
53,R,default/29246.java_convert,90,172,F
54,R,default/28903.java_convert,90,172,F
55,R,default/26700.java_convert,90,172,F
56,R,default/24658.java_convert,90,172,F
57,R,default/22134.java_convert,90,172,T1
58,R,default/21825.java_convert,90,172,F
59,R,default/21679.java_convert,90,172,F
60,R,default/20534.java_convert,90,172,F
61,R,default/2039.java_convert,90,172,F
62,R,default/19995.java_convert,90,172,F
63,R,default/19311.java_convert,90,172,F
64,R,default/18888.java_convert,90,172,F
65,R,default/15515.java_convert,90,172,F
66,R,default/15109.java_convert,90,172,F
67,R,default/14592.java_convert,90,172,F
68,R,default/134632.java_convert,90,172,F
69,R,default/13449.java_convert,90,172,T1
70,R,default/1325.java_convert,90,172,F
71,R,default/130814.java_convert,90,172,F
72,R,default/12981.java_convert,90,172,F
73,R,default/128921.java_convert,90,172,F
74,R,default/1271.java_convert,90,172,F
75,R,default/12681.java_convert,90,172,F
76,R,default/123681.java_convert,90,172,F
77,R,default/123431.java_convert,90,172,F
78,R,default/121896.java_convert,90,172,F
79,R,default/121616.java_convert,90,172,F
80,R,default/120380.java_convert,90,172,F
81,R,default/11961.java_convert,90,172,F
82,R,default/117641.java_convert,90,172,F
83,R,default/116560.java_convert,90,172,F
84,R,default/116394.java_convert,90,172,F
85,R,default/116283.java_convert,90,172,F
86,R,default/115561.java_convert,90,172,F
87,R,default/115041.java_convert,90,172,T1
88,R,default/114479.java_convert,90,172,F
89,R,default/112013.java_convert,90,172,F
90,R,default/111245.java_convert,90,172,F
91,R,default/107629.java_convert,91,173,F
92,R,default/106637.java_convert,90,172,F
93,R,default/104991.java_convert,90,172,F
94,R,default/104329.java_convert,90,172,F
95,R,default/104092.java_convert,90,172,F
96,R,default/103968.java_convert,90,172,F
97,R,default/103697.java_convert,90,172,F
98,R,default/10220.java_convert,90,172,F
99,R,default/101851.java_convert,90,172,F
100,R,default/100662.java_convert,90,172,F

0,Q,selected/2082.java_copy,64,76
1,R,selected/567178.java_copy,45,57,T1
2,R,selected/1434515.java_copy,77,89,T1
3,R,selected/1752530.java_copyFile,128,140,T2
4,R,selected/1632727.java_copyFile,129,141,T2
5,R,selected/153582.java_copyFiles,256,268,T2
6,R,selected/1262585.java_copy,54,66,T1
7,R,selected/2558574.java_fileCopy,570,582,T2
8,R,selected/2688879.java_copy,37,49,T1
9,R,selected/215042.java_copy,58,70,T1
10,R,selected/2211044.java_copyFile,280,292,T2
11,R,selected/166275.java_copyFile,159,171,T2
12,R,selected/1637296.java_copy,142,154,T3
13,R,selected/174244.java_copy,78,93,T3
14,R,selected/33546.java_copy,639,653,T3
15,R,selected/2034151.java_copy,623,637,T3
16,R,selected/1762255.java_fileCopy,228,244,T3
17,R,selected/2180525.java_copy,32,44,T3
18,R,selected/2054531.java_copy,466,478,T3
19,R,selected/832110.java_copy,49,64,T3
20,R,selected/157734.java_copy,338,353,T3
21,R,selected/1049350.java_copyFile,40,56,T3
22,R,selected/2016782.java_copyFile,312,326,T3
23,R,selected/1831582.java_copyFile,207,224,T3
24,R,selected/1057320.java_copyFile,207,224,T3
25,R,selected/1040259.java_copyTargetFileToSourceFile,202,234,F
26,R,selected/2239204.java_copyFile,33,45,T3
27,R,selected/1253848.java_copyFile,33,45,T3
28,R,selected/2383916.java_copyFile,15,27,T3
29,R,selected/214880.java_copyFile,83,95,T3
30,R,selected/717736.java_copy,140,153,T3
31,R,selected/327063.java_copyFile,157,168,T3
32,R,selected/406256.java_copy,959,985,F
33,R,selected/1316166.java_copy,74,88,T3
34,R,selected/2482089.java_copy_to_file_nio,148,174,F
35,R,selected/1073023.java_copyFile,458,468,T3
36,R,selected/1975338.java_copy,67,96,F
37,R,selected/1796623.java_backupFile,176,197,F
38,R,selected/253429.java_copyFile,26,38,T3
39,R,selected/1066985.java_copyFileNio,136,166,F
40,R,selected/487627.java_copyFile,500,514,T3
41,R,selected/1041773.java_getAssessmentItemType,1573,1628,F
42,R,selected/396851.java_copiaAnexos,203,227,F
43,R,selected/2606864.java_CopyAllDataToOtherFolder,178,223,F
44,R,selected/417019.java_cloneFile,231,242,T3
45,R,selected/1902462.java_copyFile,155,175,F
46,R,selected/819457.java_grep,35,54,F
47,R,selected/1081859.java_copyFile,197,212,T3
48,R,selected/526440.java_readWriteArray,48,62,F
49,R,selected/1613178.java_copyFile,232,243,T3
50,R,selected/2688879.java_copy,22,35,F
51,R,selected/439450.java_copyFile,42,55,T3
52,R,selected/2021404.java_isDiff,271,288,F
53,R,default/56130.java_copy,5,18,F
54,R,selected/1250750.java_copy,467,482,F
55,R,selected/682613.java_copyFile,354,367,T3
56,R,selected/2354960.java_copyFile,15,26,T3
57,R,selected/352380.java_copy,151,170,F
58,R,selected/3647.java_copyImages,809,855,F
59,R,selected/779817.java_returnFile,29,41,F
60,R,selected/1815227.java_copyFile,11,27,F
61,R,selected/2740233.java_copyToFileAndCloseStreams,48,57,F
62,R,selected/2613315.java_readWriteArray,56,70,F
63,R,selected/1344848.java_copyFile,9,18,T3
64,R,selected/197938.java_copyFile,245,256,T3
65,R,selected/1011432.java_copyFile,596,607,T3
66,R,selected/775655.java_copyFile,713,722,T3
67,R,selected/2353261.java_copyFile,49,65,T3
68,R,selected/2126363.java_copyFile,281,298,F
69,R,selected/1719348.java_copyFile2,168,195,F
70,R,selected/190929.java_copy,492,509,F
71,R,selected/1015085.java_createZip,42,53,F
72,R,selected/1236073.java_copyFile,145,156,T3
73,R,selected/2197076.java_copyFile,224,238,T3
74,R,selected/749046.java_copyFile,23,34,T3
75,R,selected/1634051.java_saveAs,145,161,F
76,R,selected/2347105.java_copyFile,129,146,F
77,R,selected/2631723.java_copyFile,112,123,T3
78,R,selected/1354007.java_copyFile,158,170,T3
79,R,selected/699527.java_copyFile,23,34,T3
80,R,selected/2111982.java_copy,1018,1036,T3
81,R,selected/1115268.java_copyFile,80,99,T3
82,R,selected/1736662.java_dumpToFile,21,31,F
83,R,selected/215314.java_copy,69,90,F
84,R,selected/1440759.java_copyFile,98,126,F
85,R,selected/1558659.java_copyFile,969,980,T3
86,R,selected/881437.java_copyFile,27,38,T3
87,R,selected/2528876.java_storeProperties,150,161,F
88,R,selected/1113498.java_copy,86,104,T3
89,R,selected/1047383.java_copyFile2,173,199,F
90,R,selected/914530.java_copyFromToFile,17,34,F
91,R,selected/164406.java_copyFromToFile,30,47,F
92,R,selected/1963739.java_decodeFile,26,38,F
93,R,selected/307186.java_imagesParserAssesmentItem,213,267,F
94,R,selected/1706215.java_returnFile,56,68,F
95,R,selected/1144704.java_getFileFromClob,535,560,F
96,R,selected/2696195.java_copyFile,18,36,F
97,R,selected/169032.java_copyFile,187,205,T3
98,R,selected/220476.java_copyFile,121,136,F
99,R,selected/572754.java_copyFile,19,37,T3
100,R,selected/871757.java_copyFile,711,729,T3

0,Q,selected/1632727.java_copyFile,129,141
1,R,selected/1752530.java_copyFile,128,140,T1
2,R,selected/567178.java_copy,45,57,T2
3,R,selected/2082.java_copy,64,76,F
4,R,selected/153582.java_copyFiles,256,268,T2
5,R,selected/1434515.java_copy,77,89,T2
6,R,selected/1262585.java_copy,54,66,T2
7,R,selected/2558574.java_fileCopy,570,582,T2
8,R,selected/2211044.java_copyFile,280,292,T1
9,R,selected/166275.java_copyFile,159,171,T1
10,R,selected/2688879.java_copy,37,49,T2
11,R,selected/215042.java_copy,58,70,T2
12,R,selected/1637296.java_copy,142,154,T3
13,R,selected/174244.java_copy,78,93,T3
14,R,selected/33546.java_copy,639,653,T3
15,R,selected/2034151.java_copy,623,637,T3
16,R,selected/1762255.java_fileCopy,228,244,T3
17,R,selected/2180525.java_copy,32,44,F
18,R,selected/2054531.java_copy,466,478,T3
19,R,selected/832110.java_copy,49,64,T3
20,R,selected/157734.java_copy,338,353,T3
21,R,selected/1049350.java_copyFile,40,56,T3
22,R,selected/2016782.java_copyFile,312,326,T3
23,R,selected/1831582.java_copyFile,207,224,T3
24,R,selected/1057320.java_copyFile,207,224,T3
25,R,selected/2239204.java_copyFile,33,45,T3
26,R,selected/1253848.java_copyFile,33,45,T3
27,R,selected/1040259.java_copyTargetFileToSourceFile,202,234,F
