0,Q,default/77532.java_main,167,247
28,R,/Users/Chaiyong/Downloads/dataset/selected/425536.java_executeCleanLogins,115,124,F
29,R,/Users/Chaiyong/Downloads/dataset/selected/2724499.java_obsoleteAliasesToGene,79,92,F
30,R,/Users/Chaiyong/Downloads/dataset/selected/1843929.java_createDB,16,52,F
31,R,/Users/Chaiyong/Downloads/dataset/selected/1481207.java_deleteByTemplateId,474,487,F
32,R,/Users/Chaiyong/Downloads/dataset/selected/2478570.java_downInHistoryTask,1341,1357,F
33,R,/Users/Chaiyong/Downloads/dataset/selected/1449692.java_updateMontos,56,72,F
34,R,/Users/Chaiyong/Downloads/dataset/selected/2478570.java_downInHistoryRequest,1325,1339,F
35,R,/Users/Chaiyong/Downloads/dataset/selected/1534788.java_remove,200,210,F
36,R,/Users/Chaiyong/Downloads/dataset/selected/1103311.java_buscaBordero,417,451,F
37,R,/Users/Chaiyong/Downloads/dataset/selected/186336.java_obsoleteAliasesToPubObject,39,53,F
38,R,/Users/Chaiyong/Downloads/dataset/selected/409378.java_hasApplication,312,331,F
39,R,/Users/Chaiyong/Downloads/dataset/selected/1440479.java_addRestaurant,86,98,F
40,R,/Users/Chaiyong/Downloads/dataset/selected/2444998.java_genTestBench,24,45,F
41,R,/Users/Chaiyong/Downloads/dataset/selected/1786544.java_saveSourceDefinition,155,165,F
42,R,/Users/Chaiyong/Downloads/dataset/selected/1534788.java_setTemplateByID,375,385,F
43,R,/Users/Chaiyong/Downloads/dataset/selected/2478570.java_cancelRequestByLeadExecutor,1739,1757,F
44,R,/Users/Chaiyong/Downloads/dataset/selected/2402441.java_createPolicyValues,151,164,F
45,R,/Users/Chaiyong/Downloads/dataset/selected/573562.java_saveScore,68,77,F
46,R,/Users/Chaiyong/Downloads/dataset/selected/1638288.java_insertEntity,66,84,F
47,R,/Users/Chaiyong/Downloads/dataset/selected/526585.java_checkout,743,754,F
48,R,/Users/Chaiyong/Downloads/dataset/selected/1740958.java_CreateDB,690,709,F
49,R,/Users/Chaiyong/Downloads/dataset/selected/1726830.java_insertEntity,33,51,F
50,R,/Users/Chaiyong/Downloads/dataset/selected/2254835.java_getFormByPatient,661,679,F
51,R,/Users/Chaiyong/Downloads/dataset/selected/2240887.java_agregaRelacion,34,45,F

0,Q,selected/66085.java_reset,74,84
1,R,/Users/Chaiyong/Downloads/dataset/selected/66085.java_reset,74,84,F
2,R,/Users/Chaiyong/Downloads/dataset/selected/2333963.java_reset,74,84,T1
3,R,/Users/Chaiyong/Downloads/dataset/selected/2326716.java_reset,74,84,T1
4,R,/Users/Chaiyong/Downloads/dataset/selected/1563122.java_reset,74,84,T1
5,R,/Users/Chaiyong/Downloads/dataset/selected/1414961.java_reset,74,84,T1
6,R,/Users/Chaiyong/Downloads/dataset/selected/1227275.java_reset,74,84,T1
7,R,/Users/Chaiyong/Downloads/dataset/selected/66085.java_reset,61,72,F
8,R,/Users/Chaiyong/Downloads/dataset/selected/2333963.java_reset,61,72,T3
9,R,/Users/Chaiyong/Downloads/dataset/selected/2326716.java_reset,61,72,T3
10,R,/Users/Chaiyong/Downloads/dataset/selected/1563122.java_reset,61,72,T3
11,R,/Users/Chaiyong/Downloads/dataset/selected/1414961.java_reset,61,72,T3
12,R,/Users/Chaiyong/Downloads/dataset/selected/1227275.java_reset,61,72,T3
13,R,/Users/Chaiyong/Downloads/dataset/selected/66085.java_store,17,43,F
14,R,/Users/Chaiyong/Downloads/dataset/selected/2333963.java_store,17,43,F
15,R,/Users/Chaiyong/Downloads/dataset/selected/2326716.java_store,17,43,F
16,R,/Users/Chaiyong/Downloads/dataset/selected/1563122.java_store,17,43,F
17,R,/Users/Chaiyong/Downloads/dataset/selected/1414961.java_store,17,43,F
18,R,/Users/Chaiyong/Downloads/dataset/selected/1227275.java_store,17,43,F
19,R,/Users/Chaiyong/Downloads/dataset/selected/2254835.java_reallyRemoveUser,602,615,F
20,R,/Users/Chaiyong/Downloads/dataset/selected/2254835.java_deletePatient,617,630,F
21,R,/Users/Chaiyong/Downloads/dataset/selected/526585.java_checkin,761,771,F
22,R,/Users/Chaiyong/Downloads/dataset/selected/2254835.java_removeUser,587,600,F
23,R,/Users/Chaiyong/Downloads/dataset/selected/2724499.java_obsoleteAliasesToGene,79,92,F
24,R,/Users/Chaiyong/Downloads/dataset/selected/1006387.java_updateAssignmentStatus,280,289,F
25,R,/Users/Chaiyong/Downloads/dataset/selected/1006387.java_updateUV,194,211,F
26,R,/Users/Chaiyong/Downloads/dataset/selected/526585.java_editUser,727,736,F
27,R,/Users/Chaiyong/Downloads/dataset/selected/1006387.java_updateAssignment,262,273,F
28,R,/Users/Chaiyong/Downloads/dataset/selected/66085.java_restore,45,59,F
29,R,/Users/Chaiyong/Downloads/dataset/selected/2333963.java_restore,45,59,F
30,R,/Users/Chaiyong/Downloads/dataset/selected/2326716.java_restore,45,59,F
31,R,/Users/Chaiyong/Downloads/dataset/selected/1563122.java_restore,45,59,F
32,R,/Users/Chaiyong/Downloads/dataset/selected/1414961.java_restore,45,59,F
33,R,/Users/Chaiyong/Downloads/dataset/selected/1227275.java_restore,45,59,F
34,R,/Users/Chaiyong/Downloads/dataset/selected/1786544.java_saveSourceDefinition,155,165,F
35,R,/Users/Chaiyong/Downloads/dataset/selected/949352.java_getLanguageShort,89,99,F
36,R,/Users/Chaiyong/Downloads/dataset/selected/949352.java_getCountryShort,77,87,F
37,R,/Users/Chaiyong/Downloads/dataset/selected/8797.java_getLanguageShort,88,98,F
38,R,/Users/Chaiyong/Downloads/dataset/selected/8797.java_getCountryShort,76,86,F
39,R,/Users/Chaiyong/Downloads/dataset/selected/2722512.java_getLanguageShort,88,98,F
40,R,/Users/Chaiyong/Downloads/dataset/selected/2722512.java_getCountryShort,76,86,F
41,R,/Users/Chaiyong/Downloads/dataset/selected/2691957.java_getLanguageShort,88,98,F
42,R,/Users/Chaiyong/Downloads/dataset/selected/2691957.java_getCountryShort,76,86,F
43,R,/Users/Chaiyong/Downloads/dataset/selected/150987.java_getLanguageShort,88,98,F
44,R,/Users/Chaiyong/Downloads/dataset/selected/150987.java_getCountryShort,76,86,F
45,R,/Users/Chaiyong/Downloads/dataset/selected/1231179.java_getLanguageShort,88,98,F
46,R,/Users/Chaiyong/Downloads/dataset/selected/1231179.java_getCountryShort,76,86,F
47,R,/Users/Chaiyong/Downloads/dataset/selected/526585.java_checkout,743,754,F
48,R,/Users/Chaiyong/Downloads/dataset/selected/2580029.java_moveDireita,91,101,F
49,R,/Users/Chaiyong/Downloads/dataset/selected/2339413.java_deleteBelow,152,171,F
50,R,/Users/Chaiyong/Downloads/dataset/selected/257623.java_teshisSil,716,725,F
51,R,/Users/Chaiyong/Downloads/dataset/selected/257623.java_tedaviSil,1396,1405,F

0,Q,selected/2078997.java_testCopy_inputStreamToWriter_nullIn,110,120
1,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_inputStreamToWriter_nullIn,110,120,F
2,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToWriter_nullIn,284,294,T2
3,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_inputStreamToWriter_Encoding_nullIn,148,158,T3
4,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToOutputStream_Encoding_nullIn,233,242,T3
5,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToOutputStream_nullIn,197,206,T3
6,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWrite_stringToWriter_Encoding_nullData,235,244,F
7,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToOutputStream_Encoding_nullOut,244,254,T3
8,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWriteLines_Writer_nullData,494,503,F
9,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToWriter_nullOut,296,306,T3
10,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToOutputStream_nullOut,208,218,T3
11,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWrite_charArrayToWriter_Encoding_nullData,346,355,F
12,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWrite_byteArrayToWriter_nullData,80,89,F
13,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWrite_byteArrayToWriter_Encoding_nullData,113,122,F
14,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWrite_stringToWriter,222,233,F
15,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWriteLines_Writer_nullSeparator,505,518,F
16,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToOutputStream_Encoding,220,231,F
17,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWrite_charArrayToWriter,333,344,F
18,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWrite_byteArrayToWriter_Encoding,100,111,F
19,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWrite_byteArrayToWriter_Encoding_nullEncoding,133,143,F
20,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWrite_byteArrayToWriter,68,78,F
21,R,/Users/Chaiyong/Downloads/dataset/selected/2284561.java_test_write_LStringII_Exception,188,223,F
22,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToWriter,268,282,F
23,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToOutputStream_Encoding_nullEncoding,256,266,F
24,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToOutputStream,185,195,F
25,R,/Users/Chaiyong/Downloads/dataset/selected/2299141.java_test_writeLjava_lang_StringII,508,577,F
26,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_inputStreamToWriter_Encoding,132,146,F
27,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_inputStreamToWriter_Encoding_nullEncoding,170,183,F
28,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_inputStreamToWriter,95,108,F
29,R,/Users/Chaiyong/Downloads/dataset/selected/1842375.java_testWriteBeyondFileSize,284,300,F
30,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWrite_stringToOutputStream_Encoding,177,188,F
31,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWriteLines_OutputStream_Encoding_nullSeparator,440,452,F
32,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWrite_charArrayToOutputStream_Encoding,288,299,F
33,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWrite_stringToOutputStream_nullEncoding,210,220,F
34,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWrite_charArrayToOutputStream_nullEncoding,321,331,F
35,R,/Users/Chaiyong/Downloads/dataset/selected/939263.java_testOutputStreamWriter,13,28,F
36,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWrite_stringToOutputStream,145,155,F
37,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWriteLines_OutputStream_Encoding_nullStream,454,463,F
38,R,/Users/Chaiyong/Downloads/dataset/selected/1452844.java_testWriteBeyondFileSize,204,220,F
39,R,/Users/Chaiyong/Downloads/dataset/selected/1332327.java_testFactory_FromDateFields,85,95,F
40,R,/Users/Chaiyong/Downloads/dataset/selected/1332327.java_testFactory_FromCalendarFields,73,83,F
41,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWrite_charArrayToOutputStream,256,266,F
42,R,/Users/Chaiyong/Downloads/dataset/selected/289176.java_testFactory_FromDateFields_Date,100,110,F
43,R,/Users/Chaiyong/Downloads/dataset/selected/289176.java_testFactory_FromCalendarFields_Calendar,88,98,F
44,R,/Users/Chaiyong/Downloads/dataset/selected/1638301.java_testFactory_FromDateFields,77,87,F
45,R,/Users/Chaiyong/Downloads/dataset/selected/1638301.java_testFactory_FromCalendarFields,65,75,F
46,R,/Users/Chaiyong/Downloads/dataset/selected/579375.java_testXMLCharacterEncoderWithoutEscaping,53,64,F
47,R,/Users/Chaiyong/Downloads/dataset/selected/2027519.java_test_read$BII2,234,246,F
48,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWriteLines_Writer,479,492,F
49,R,/Users/Chaiyong/Downloads/dataset/selected/2449796.java_processTransformation,486,520,F
50,R,/Users/Chaiyong/Downloads/dataset/selected/910281.java_test_toBoolean_Integer_Integer_Integer,129,146,F
51,R,/Users/Chaiyong/Downloads/dataset/selected/2027519.java_test_read_LBII,146,169,F

0,Q,selected/2078997.java_testCopy_readerToOutputStream_nullOut,208,218
1,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToOutputStream_nullOut,208,218,F
2,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToWriter_nullOut,296,306,T2
3,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToOutputStream_Encoding_nullOut,244,254,T3
4,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToWriter_nullIn,284,294,T3
5,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_inputStreamToWriter_nullIn,110,120,F
6,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_inputStreamToWriter_Encoding_nullIn,148,158,F
7,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToOutputStream_Encoding_nullIn,233,242,T3
8,R,/Users/Chaiyong/Downloads/dataset/selected/1567546.java_test_ConstructorLjava_io_InputStreamLjava_nio_charset_Charset,201,216,F
9,R,/Users/Chaiyong/Downloads/dataset/selected/418101.java_testOutputStreamWriterOutputStreamCharsetEncoder,272,288,F
10,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWriteLines_OutputStream_nullStream,405,414,F
11,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWriteLines_Writer_nullStream,520,529,F
12,R,/Users/Chaiyong/Downloads/dataset/selected/418101.java_testOutputStreamWriterOutputStreamCharset,255,270,F
13,R,/Users/Chaiyong/Downloads/dataset/selected/1567546.java_test_ConstructorLjava_io_InputStreamLjava_lang_String,161,195,F
14,R,/Users/Chaiyong/Downloads/dataset/selected/1567546.java_test_ConstructorLjava_io_InputStreamLjava_nio_charset_CharsetDecoder,222,237,F
15,R,/Users/Chaiyong/Downloads/dataset/selected/726196.java_testWriteLines_OutputStream_Encoding_nullStream,454,463,F
16,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToOutputStream_nullIn,197,206,F
17,R,/Users/Chaiyong/Downloads/dataset/selected/1499865.java_testChecksumOnNullChecksum,810,820,F
18,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToOutputStream_Encoding,220,231,F
19,R,/Users/Chaiyong/Downloads/dataset/selected/2050328.java_testPrintRootCauseStackTrace_ThrowableWriter,425,445,F
20,R,/Users/Chaiyong/Downloads/dataset/selected/2050328.java_testPrintRootCauseStackTrace_ThrowableStream,403,423,F
21,R,/Users/Chaiyong/Downloads/dataset/selected/980239.java_test_ConstructorLjava_io_PrintStream,467,478,F
22,R,/Users/Chaiyong/Downloads/dataset/selected/1345240.java_testWriteOutputStream,73,93,F
23,R,/Users/Chaiyong/Downloads/dataset/selected/1435874.java_putObject,226,258,F
24,R,/Users/Chaiyong/Downloads/dataset/selected/418101.java_testOutputStreamWriterOutputStreamString,229,253,F
25,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToOutputStream_Encoding_nullEncoding,256,266,F
26,R,/Users/Chaiyong/Downloads/dataset/selected/2048855.java_testWriteOutputStream,84,104,F
27,R,/Users/Chaiyong/Downloads/dataset/selected/2731928.java_testInputStreamReaderInputStreamCharset,310,326,F
28,R,/Users/Chaiyong/Downloads/dataset/selected/801469.java_testFuseByteValuesString,65,74,F
29,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToOutputStream,185,195,F
30,R,/Users/Chaiyong/Downloads/dataset/selected/1499865.java_testIsFileNewerOlder,363,440,F
31,R,/Users/Chaiyong/Downloads/dataset/selected/2108057.java_testWriteOutputStream,77,97,F
32,R,/Users/Chaiyong/Downloads/dataset/selected/2271810.java_testWriteOutputStream,77,97,F
33,R,/Users/Chaiyong/Downloads/dataset/selected/820130.java_testWriteOutputStream,77,97,F
34,R,/Users/Chaiyong/Downloads/dataset/selected/2299141.java_test_ConstructorLjava_io_OutputStreamLjava_nio_charset_Charset,111,129,F
35,R,/Users/Chaiyong/Downloads/dataset/selected/1706452.java_testValidateDOMSource,68,94,F
36,R,/Users/Chaiyong/Downloads/dataset/selected/2731928.java_testInputStreamReaderInputStreamCharsetDecoder,292,308,F
37,R,/Users/Chaiyong/Downloads/dataset/selected/2731928.java_testInputStreamReaderInputStreamString,262,290,F
38,R,/Users/Chaiyong/Downloads/dataset/selected/2299141.java_test_ConstructorLjava_io_OutputStreamLjava_nio_charset_CharsetEncoder,135,154,F
39,R,/Users/Chaiyong/Downloads/dataset/selected/571458.java_testReaders,425,458,F
40,R,/Users/Chaiyong/Downloads/dataset/selected/571458.java_testInputStream,390,423,F
41,R,/Users/Chaiyong/Downloads/dataset/selected/2078997.java_testCopy_readerToWriter,268,282,F
42,R,/Users/Chaiyong/Downloads/dataset/selected/1864608.java_testReadExternalThrowsIOExceptionWithMalformedData,71,83,F
43,R,/Users/Chaiyong/Downloads/dataset/selected/2600497.java_testEngineGenerateCertPath1,118,127,F
44,R,/Users/Chaiyong/Downloads/dataset/selected/2027519.java_test_read$BII3,248,259,F
45,R,/Users/Chaiyong/Downloads/dataset/selected/571458.java_testOutputStream,350,379,F
46,R,/Users/Chaiyong/Downloads/dataset/selected/1879157.java_importObjects,30,51,F
47,R,/Users/Chaiyong/Downloads/dataset/selected/2675918.java_testAdderSyntaxError,45,54,F
48,R,/Users/Chaiyong/Downloads/dataset/selected/885570.java_endDocument,122,134,F
49,R,/Users/Chaiyong/Downloads/dataset/selected/1377770.java_test_EventSetDescriptor_Constructor,736,747,F
50,R,/Users/Chaiyong/Downloads/dataset/selected/2091400.java_test_save_errorUnsupported,127,145,F
51,R,/Users/Chaiyong/Downloads/dataset/selected/571458.java_testWriters,311,339,F

0,Q,selected/56985.java_copyFile,554,575
1,R,/Users/Chaiyong/Downloads/dataset/selected/56985.java_copyFile,554,575,F
2,R,/Users/Chaiyong/Downloads/dataset/selected/338295.java_copyFile,808,829,T1
3,R,/Users/Chaiyong/Downloads/dataset/selected/2144903.java_setImg,465,497,F
4,R,/Users/Chaiyong/Downloads/dataset/selected/1379153.java_IconmenuItem5_actionPerformed,448,491,F
5,R,/Users/Chaiyong/Downloads/dataset/selected/1379153.java_IconmenuItem6_actionPerformed,493,523,F
6,R,/Users/Chaiyong/Downloads/dataset/selected/2201062.java_setBckImg,296,323,F
7,R,/Users/Chaiyong/Downloads/dataset/selected/1999309.java_copy,131,147,T3
8,R,/Users/Chaiyong/Downloads/dataset/selected/1101143.java_copyFile,9,23,F
9,R,/Users/Chaiyong/Downloads/dataset/selected/2140608.java_copyFile,15,37,F
10,R,/Users/Chaiyong/Downloads/dataset/selected/702071.java_copyFile,145,167,F
11,R,/Users/Chaiyong/Downloads/dataset/selected/2088201.java_readAndWriteFile,65,75,F
12,R,/Users/Chaiyong/Downloads/dataset/selected/106425.java_fileCopy,72,83,F
13,R,/Users/Chaiyong/Downloads/dataset/default/108638.java_copyFileAscii,248,261,F
14,R,/Users/Chaiyong/Downloads/dataset/selected/1533952.java_copyFile,60,82,F
15,R,/Users/Chaiyong/Downloads/dataset/selected/2032520.java_modifyApplicationMessage,56,97,F
16,R,/Users/Chaiyong/Downloads/dataset/selected/1666880.java_unzip,17,45,F
17,R,/Users/Chaiyong/Downloads/dataset/selected/2154817.java_copy,36,47,F
18,R,/Users/Chaiyong/Downloads/dataset/selected/2337215.java_copy,43,54,F
19,R,/Users/Chaiyong/Downloads/dataset/selected/454773.java_copyFileTo,26,45,F
20,R,/Users/Chaiyong/Downloads/dataset/selected/1013927.java_copyFile,837,851,F
21,R,/Users/Chaiyong/Downloads/dataset/selected/2675844.java_unpack,368,396,F
22,R,/Users/Chaiyong/Downloads/dataset/selected/2665405.java_copyFile,269,282,F
23,R,/Users/Chaiyong/Downloads/dataset/selected/1200879.java_copyFile,213,224,F
24,R,/Users/Chaiyong/Downloads/dataset/selected/1583048.java_copyFile,153,165,F
25,R,/Users/Chaiyong/Downloads/dataset/selected/796324.java_copy,261,274,F
26,R,/Users/Chaiyong/Downloads/dataset/default/94478.java_testPut,60,86,F
27,R,/Users/Chaiyong/Downloads/dataset/selected/1015779.java_copyStreamToFile,42,58,F
28,R,/Users/Chaiyong/Downloads/dataset/selected/1516404.java_extractFolder,146,181,F
29,R,/Users/Chaiyong/Downloads/dataset/selected/2237749.java_copyFile,29,42,F
30,R,/Users/Chaiyong/Downloads/dataset/selected/503545.java_copy,189,203,F
31,R,/Users/Chaiyong/Downloads/dataset/selected/2625222.java_copyFiles,70,83,F
32,R,/Users/Chaiyong/Downloads/dataset/selected/2205714.java_copyFile,69,86,F
33,R,/Users/Chaiyong/Downloads/dataset/selected/1114904.java_copyFile,193,207,F
34,R,/Users/Chaiyong/Downloads/dataset/selected/2613430.java_extractFileFromJarIfNecessary,85,103,F
35,R,/Users/Chaiyong/Downloads/dataset/selected/502157.java_unpack,88,108,F
36,R,/Users/Chaiyong/Downloads/dataset/selected/2653115.java_ExtraeArchivoJAR,1068,1103,F
37,R,/Users/Chaiyong/Downloads/dataset/selected/386347.java_saveFile,317,346,F
38,R,/Users/Chaiyong/Downloads/dataset/selected/2182459.java_saveToCache,105,127,F
39,R,/Users/Chaiyong/Downloads/dataset/selected/2402971.java_copyToCurrentDir,253,267,F
40,R,/Users/Chaiyong/Downloads/dataset/selected/1207094.java_copyfile,70,86,F
41,R,/Users/Chaiyong/Downloads/dataset/selected/281344.java_unzip,72,105,F
42,R,/Users/Chaiyong/Downloads/dataset/selected/2030699.java_extractGames,148,166,F
43,R,/Users/Chaiyong/Downloads/dataset/selected/2675363.java_copyFile,49,67,F
44,R,/Users/Chaiyong/Downloads/dataset/selected/454773.java_copyResourceFileTo,57,83,F
45,R,/Users/Chaiyong/Downloads/dataset/selected/1068985.java_extractResource,32,45,F
46,R,/Users/Chaiyong/Downloads/dataset/selected/225557.java_unzipFiles,26,62,F
47,R,/Users/Chaiyong/Downloads/dataset/selected/1490318.java_unzipFiles,26,62,F
48,R,/Users/Chaiyong/Downloads/dataset/selected/1840934.java_unzipFiles,26,63,F
49,R,/Users/Chaiyong/Downloads/dataset/selected/2141853.java_editIIDIniEntry,197,259,F
50,R,/Users/Chaiyong/Downloads/dataset/selected/1141869.java_writeFile,113,125,F
51,R,/Users/Chaiyong/Downloads/dataset/selected/939040.java_launch,48,315,F

0,Q,selected/1699062.java_unTar,201,215
1,R,/Users/Chaiyong/Downloads/dataset/selected/1699062.java_unTar,201,215,F
2,R,/Users/Chaiyong/Downloads/dataset/selected/2283235.java_unZip,197,211,T2
3,R,/Users/Chaiyong/Downloads/dataset/selected/300610.java_unZip,214,235,F
4,R,/Users/Chaiyong/Downloads/dataset/selected/1594115.java_readFileInSet,417,428,F
5,R,/Users/Chaiyong/Downloads/dataset/selected/1851445.java_ungzipFile,137,172,F
6,R,/Users/Chaiyong/Downloads/dataset/selected/1594115.java_readFileInList,430,441,F
7,R,/Users/Chaiyong/Downloads/dataset/selected/7464.java_readPurityFile,83,92,F
8,R,/Users/Chaiyong/Downloads/dataset/selected/532007.java_readStatements,101,113,F
9,R,/Users/Chaiyong/Downloads/dataset/selected/2129642.java_query,19,32,F
10,R,/Users/Chaiyong/Downloads/dataset/selected/1237823.java_readFile,196,205,F
11,R,/Users/Chaiyong/Downloads/dataset/selected/1924300.java_readFromFile,44,53,F
12,R,/Users/Chaiyong/Downloads/dataset/selected/1709095.java_fileToLines,299,308,F
13,R,/Users/Chaiyong/Downloads/dataset/selected/1292676.java_extractImgSrcList,37,71,F
14,R,/Users/Chaiyong/Downloads/dataset/selected/2402600.java_extractSourceCode,53,70,F
15,R,/Users/Chaiyong/Downloads/dataset/selected/715653.java_surveyExistingProperties,268,280,F
16,R,/Users/Chaiyong/Downloads/dataset/selected/2532301.java_readStringListAscii,88,98,F
17,R,/Users/Chaiyong/Downloads/dataset/selected/1344277.java_listerCertificats,215,230,F
18,R,/Users/Chaiyong/Downloads/dataset/selected/198064.java_getColumnas,45,57,F
19,R,/Users/Chaiyong/Downloads/dataset/selected/2532301.java_readStringSetAscii,107,117,F
20,R,/Users/Chaiyong/Downloads/dataset/selected/2171832.java_read,69,81,F
21,R,/Users/Chaiyong/Downloads/dataset/selected/2615589.java_getClassesWithAnnotationFromJar,32,45,F
22,R,/Users/Chaiyong/Downloads/dataset/selected/1882829.java_readLineList,46,58,F
23,R,/Users/Chaiyong/Downloads/dataset/selected/1268395.java_scanForClassFiles,57,68,F
24,R,/Users/Chaiyong/Downloads/dataset/selected/1939350.java_tokenize,29,38,F
25,R,/Users/Chaiyong/Downloads/dataset/selected/1882829.java_readLineSet,25,37,F
26,R,/Users/Chaiyong/Downloads/dataset/selected/18727.java_getHitsFromFile,210,232,F
27,R,/Users/Chaiyong/Downloads/dataset/selected/1917135.java_read,117,129,F
28,R,/Users/Chaiyong/Downloads/dataset/selected/1076423.java_read,117,129,F
29,R,/Users/Chaiyong/Downloads/dataset/selected/2610059.java_getMailMessageContent,46,56,F
30,R,/Users/Chaiyong/Downloads/dataset/selected/676684.java_downloadLineByLine,33,49,F
31,R,/Users/Chaiyong/Downloads/dataset/selected/1035827.java_downloadLineByLine,33,49,F
32,R,/Users/Chaiyong/Downloads/dataset/selected/606125.java_unzip,39,64,F
33,R,/Users/Chaiyong/Downloads/dataset/selected/2177806.java_fileToLines,250,263,F
34,R,/Users/Chaiyong/Downloads/dataset/selected/904541.java_readStopWords,119,130,F
35,R,/Users/Chaiyong/Downloads/dataset/selected/264530.java_loadStringsFromFile,34,52,F
36,R,/Users/Chaiyong/Downloads/dataset/selected/2480691.java_loadPool,36,81,F
37,R,/Users/Chaiyong/Downloads/dataset/selected/874313.java_loadLinesFromResource,32,45,F
38,R,/Users/Chaiyong/Downloads/dataset/selected/887419.java_readStream,63,72,F
39,R,/Users/Chaiyong/Downloads/dataset/selected/860465.java_readLines,76,85,F
40,R,/Users/Chaiyong/Downloads/dataset/selected/2468824.java_getFileNameListFromCsv,46,63,F
41,R,/Users/Chaiyong/Downloads/dataset/selected/1794942.java_readFileToStringSet,488,497,F
42,R,/Users/Chaiyong/Downloads/dataset/selected/785342.java_load,180,192,F
43,R,/Users/Chaiyong/Downloads/dataset/selected/216681.java_createStatements,18,63,F
44,R,/Users/Chaiyong/Downloads/dataset/selected/2282313.java_packageList,175,185,F
45,R,/Users/Chaiyong/Downloads/dataset/selected/887419.java_readFile,52,61,F
46,R,/Users/Chaiyong/Downloads/dataset/selected/1234556.java_getLinesFromReader,193,202,F
47,R,/Users/Chaiyong/Downloads/dataset/selected/1966269.java_sortInBatch,74,101,F
48,R,/Users/Chaiyong/Downloads/dataset/selected/237460.java_readResourceFileFromSamePackageAsList,270,279,F
49,R,/Users/Chaiyong/Downloads/dataset/selected/1688089.java_readResourceFileFromSamePackageAsList,295,304,F
50,R,/Users/Chaiyong/Downloads/dataset/selected/113970.java_readResourceFileFromSamePackageAsList,295,304,F
51,R,/Users/Chaiyong/Downloads/dataset/selected/1047569.java_getLinesFromFile,30,39,F

0,Q,selected/490890.java_encrypt,19,39
1,R,/Users/Chaiyong/Downloads/dataset/selected/490890.java_encrypt,19,39,F
2,R,/Users/Chaiyong/Downloads/dataset/selected/1322967.java_encrypt,19,39,T1
