default,106464.java,177,191,,F,CR,,
default,106464.java,450,464,,F,CR,,
selected,523222.java,65,79,,F,CR,,
selected,1454690.java,27,49,3,T,CR,,
selected,555559.java,63,69,,F,CR,,
selected,1626343.java,154,176,,F,CR,,
selected,2053150.java,8,15,,F,CR,,
selected,902308.java,41,50,3,T,CR,,
selected,1081264.java,161,174,,F,,,
selected,108214.java,251,261,,F,,,
selected,930360.java,93,123,,F,,,
default,106464.java,115,126,,F,,,
sample,PrimeFactors.java,18,28,Q,,,,
selected,50360.java,8,18,2,T,,,
sample,PrimeFactors.java,6,16,2,T,,,
selected,2125324.java,110,123,3,T,,,
selected,1794459.java,8,21,3,T,,,
selected,700821.java,127,139,3,T,,,
selected,949275.java,29,41,3,T,,,
selected,2269578.java,7,18,3,T,,,
selected,1638888.java,7,18,3,T,,,
selected,1625179.java,7,18,3,T,,,
selected,1344356.java,7,18,3,T,,,
selected,1171447.java,76,90,3,T,,,
selected,69878.java,14,25,3,T,,,
selected,2336390.java,72,84,,F,,,
selected,46769.java,46,59,,F,,,
selected,1527257.java,54,76,,F,,,
sample,ParseXML2Dom.java,36,47,Q,,,,
selected,2582442.java,403,413,,F,CR,,
selected,973053.java,84,100,3,T,CR,** different implementation,
selected,1822731.java,33,52,3,T,CR,,
selected,1765587.java,39,64,3,T,CR,,
selected,2582442.java,164,174,,F,CR,,
selected,2582442.java,222,235,,F,CR,,
selected,1765587.java,72,97,3,T,CR,,
selected,2333554.java,306,312,,F,CR,,
selected,1146442.java,427,434,,F,CR,,
selected,2582442.java,179,217,,F,CR,,
selected,2299056.java,296,322,,F,,,
selected,1801524.java,71,97,,F,,,
selected,1144492.java,59,87,,F,,,
selected,1372906.java,119,136,,F,,,
selected,1635911.java,47,57,,F,,,
sample,BubbleSort.java,201,217,Q,,,,
sample,BubbleSort.java,165,181,3,T,,,
sample,BubbleSort.java,129,145,3,T,,,
sample,BubbleSort.java,21,37,3,T,,,
sample,BubbleSort.java,57,73,3,T,,,
sample,BubbleSort.java,93,109,3,T,,,
sample,BubbleSort.java,238,254,3,T,,,
sample,BubbleSort.java,183,199,3,T,,,
sample,BubbleSort.java,147,163,3,T,,,
sample,BubbleSort.java,111,127,3,T,,,
sample,BubbleSort.java,3,19,3,T,,,
sample,BubbleSort.java,39,55,3,T,,,
sample,BubbleSort.java,75,91,3,T,,,
sample,BubbleSort.java,219,236,3,T,,,
default,87418.java,21,37,3,T,,,
selected,2343688.java,174,187,,F,,,
sample,ResizeObjectArray.java,2,14,Q,,,,
selected,420047.java,148,155,3,T,,,
selected,1549754.java,28,37,3,T,,,
selected,125045.java,192,202,3,T,,,
selected,1820558.java,8,15,3,T,,,
selected,92861.java,191,198,3,T,,,
selected,653668.java,167,174,3,T,,,
selected,62556.java,83,90,3,T,,,
selected,2577087.java,41,49,3,T,,,
selected,2542923.java,55,62,3,T,,,
selected,2211592.java,285,292,3,T,,,
selected,1727686.java,162,169,3,T,,,
selected,1171071.java,18,25,3,T,CR,,
selected,1366996.java,174,181,3,T,,,
selected,530339.java,36,47,3,T,,,
selected,1372289.java,273,281,3,T,,,
sample,CreateJavaProject.java,16,42,Q,,,,
selected,1892053.java,218,232,3,T,CR,,
selected,1924247.java,59,81,3,T,CR,,
selected,314706.java,321,342,3,T,CR,,
selected,963101.java,183,215,3,T,,,
selected,1376811.java,12,22,3,T,CR,,
selected,1608394.java,62,72,3,T,CR,,
selected,930644.java,64,107,3,T,CR,,
selected,2331241.java,69,92,3,T,CR,,
selected,2282690.java,71,94,3,T,CR,,
selected,1359154.java,364,416,3,T,,,
selected,2049828.java,52,82,,F,,,
selected,1359154.java,171,224,3,T,,,
selected,791524.java,64,108,,F,,,
selected,2191998.java,35,86,3,T,,,
selected,1201356.java,61,92,3,T,,,
sample,CopyFileSamples.java,71,79,Q,,,,
selected,2247200.java,25,36,,F,CR,* found remove instead,
selected,2248548.java,35,48,,F,CR,,
selected,2441147.java,231,241,3,T,,,
selected,38712.java,8,31,,F,CR,,
selected,469461.java,138,149,3,T,,,
selected,469461.java,159,170,3,T,,,
selected,1756239.java,47,87,,F,CR,,
selected,2404007.java,196,207,,F,CR,,
selected,1606793.java,73,81,,F,CR,,
selected,1638830.java,99,106,,F,CR,,
selected,13052.java,16,32,,F,,,
selected,2313969.java,13,30,,F,,,
selected,2404007.java,225,233,,F,,,
selected,1621741.java,339,347,,F,,,
selected,1604547.java,31,47,,F,,,
sample,FTP_ApacheCommonsNet_Samples.java,11,16,Q,,,,
sample,FTP_ApacheCommonsNet_Samples.java,25,31,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,33,38,3,T,,,
sample,FTP_FTP4J_Samples.java,15,20,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,47,53,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,18,23,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,40,45,3,T,,,
sample,FTP_FTP4J_Samples.java,22,27,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,69,75,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,55,60,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,62,67,3,T,,,
selected,2282501.java,15,25,3,T,,,
selected,14032.java,23,34,3,T,,,
selected,853582.java,50,59,3,T,,,
selected,943597.java,15,20,3,T,,,
selected,444208.java,52,57,,F,,,
sample,ScreenShot.java,14,20,Q,,,,
selected,1090656.java,27,33,3,T,,,
selected,1178310.java,391,403,3,T,,,
selected,2364940.java,31,40,3,T,,,
default,22142.java,8,21,3,T,,,
default,128086.java,8,22,3,T,,,
default,97227.java,20,32,3,T,,,
selected,1587412.java,170,182,3,T,,,
default,45575.java,19,32,3,T,,,
selected,190087.java,454,468,3,T,,,
selected,796100.java,61,71,3,T,,,
selected,1303102.java,19,32,3,T,,,
default,60142.java,118,134,3,T,,,
selected,2348055.java,163,188,3,T,,,
selected,2082884.java,67,78,3,T,,,
selected,2071198.java,82,91,3,T,,,
sample,DownloadWebpage.java,20,30,Q,,,,
sample,DownloadWebpage.java,32,53,3,T,,,
sample,DownloadWebpage.java,55,67,3,T,,,
selected,1129009.java,68,83,3,T,CR,,
selected,237460.java,240,249,3,T,CR,,
selected,1688089.java,265,274,,F,CR,,
selected,113970.java,265,274,,F,CR,,
selected,237460.java,259,268,3,T,CR,,
selected,1688089.java,284,293,3,T,CR,,
selected,113970.java,284,293,3,T,CR,,
selected,129106.java,331,343,3,T,CR,,
selected,900567.java,122,132,3,T,,,
selected,1070572.java,69,78,,F,,,
selected,2186031.java,8,18,3,T,,,
selected,1911736.java,62,72,,F,,,
selected,799193.java,16,27,3,T,,,
sample,GCD.java,24,32,Q,,,,
selected,406250.java,276,285,2,T,CR,,
selected,1397520.java,50,56,3,T,CR,,
selected,1757323.java,259,268,2,T,CR,,
default,6176.java,95,100,3,T,,,
selected,2263766.java,7,20,3,T,CR,,
selected,2698515.java,9,14,,F,CR,,
selected,2743289.java,7,26,3,T,CR,,
selected,1877315.java,318,329,,F,CR,,
selected,592330.java,1214,1220,3,T,CR,,
selected,1057230.java,151,166,3,T,CR,* very different implementation,
selected,701788.java,21,27,,F,,,
selected,2529987.java,56,62,,F,,,
selected,725302.java,248,255,3,T,,,
selected,1671140.java,17,24,3,T,,,
sample,GCD.java,11,18,3,T,,,
sample,TransposeMatrix.java,4,12,Q,,,,
selected,994733.java,242,250,3,T,,,
selected,1706233.java,487,495,3,T,,,
selected,240671.java,787,795,3,T,,,
selected,2364886.java,1221,1229,3,T,,,
selected,1119061.java,62,70,3,T,,,
selected,2604410.java,463,471,3,T,,,
selected,1814816.java,463,471,3,T,,,
selected,1440276.java,162,170,3,T,,,
selected,1347479.java,188,197,,F,CR,,
selected,515120.java,1754,1762,3,T,,,
selected,240671.java,771,779,3,T,,,
selected,1690098.java,217,225,,F,,,
selected,1690098.java,149,157,,F,,,
selected,1690098.java,237,245,,F,,,
selected,2520773.java,47,56,,F,,,
sample,PlaySound.java,21,26,Q,,,,
selected,2206939.java,17,26,3,T,,,
selected,2206939.java,14,28,3,T,,,
selected,2297787.java,1338,1357,3,T,,,
selected,2722993.java,42,47,3,T,CR,,
selected,2297787.java,1335,1359,3,T,,,
default,20588.java,31,45,3,T,,,
selected,2673192.java,25,34,3,T,CR,,
selected,631271.java,17,26,3,T,,,
selected,2560264.java,17,26,3,T,,,
selected,1383459.java,26,34,3,T,,,
selected,631271.java,14,28,3,T,,,
selected,2560264.java,14,28,3,T,,,
default,20588.java,28,49,3,T,,,
selected,2701834.java,24,39,3,T,,,
selected,2477675.java,24,39,3,T,,,
sample,BubbleSort.java,238,254,Q,,,,
sample,BubbleSort.java,165,181,3,T,,,
sample,BubbleSort.java,129,145,3,T,,,
sample,BubbleSort.java,21,37,3,T,,,
sample,BubbleSort.java,57,73,3,T,,,
sample,BubbleSort.java,93,109,3,T,,,
sample,BubbleSort.java,201,217,3,T,,,
sample,BubbleSort.java,219,236,3,T,,,
selected,1872351.java,5,18,3,T,CR,,
sample,BubbleSort.java,147,163,3,T,,,
sample,BubbleSort.java,111,127,3,T,,,
sample,BubbleSort.java,3,19,3,T,,,
sample,BubbleSort.java,39,55,3,T,,,
sample,BubbleSort.java,75,91,3,T,,,
sample,BubbleSort.java,183,199,3,T,,,
selected,2060848.java,59,72,,F,,,
sample,CallMethodUsingReflection.java,47,52,Q,,,,
selected,2207135.java,110,118,,F,CR,,
sample,CallMethodUsingReflection.java,20,26,3,T,,,
selected,611283.java,29,34,,F,CR,,
selected,794367.java,38,49,,F,CR,,
selected,2395958.java,29,35,,F,CR,,
selected,611283.java,66,73,,F,CR,,
sample,CallMethodUsingReflection.java,8,18,3,T,,,
sample,CallMethodUsingReflection.java,28,45,3,T,,,
selected,971667.java,56,63,,F,CR,,
selected,2531566.java,85,92,3,T,CR,,
selected,2668027.java,50,63,,F,,,
selected,2226841.java,116,123,,F,,,
selected,2226841.java,95,102,,F,,,
selected,2259910.java,38,45,,F,,,
selected,1711092.java,7,19,,F,,,
sample,PrimeFactors.java,6,16,Q,,,,
selected,50360.java,8,18,2,T,,,
sample,PrimeFactors.java,18,28,2,T,,,
selected,2125324.java,110,123,3,T,,,
selected,1794459.java,8,21,3,T,,,
selected,700821.java,127,139,3,T,,,
selected,949275.java,29,41,3,T,,,
selected,2269578.java,7,18,3,T,,,
selected,1638888.java,7,18,3,T,,,
selected,1625179.java,7,18,3,T,,,
selected,1344356.java,7,18,3,T,,,
selected,1171447.java,76,90,3,T,,,
selected,69878.java,14,25,3,T,,,
selected,2336390.java,72,84,,F,,,
selected,46769.java,46,59,,F,,,
selected,1527257.java,54,76,,F,,,
sample,BinarySearch.java,32,46,Q,,,,
sample,BinarySearch.java,48,61,3,T,,,
selected,2514455.java,9,17,3,T,,,
selected,220170.java,10,18,3,T,,,
default,54860.java,45,54,3,T,CR,,
selected,2465371.java,256,265,3,T,,,
selected,1907234.java,1054,1063,3,T,,,
selected,1183324.java,8,17,3,T,,,
selected,936827.java,146,155,3,T,,,
selected,2465371.java,108,117,3,T,,,
selected,2465371.java,139,148,3,T,,,
selected,2465371.java,287,296,3,T,,,
selected,2465371.java,398,407,3,T,,,
selected,1907234.java,1023,1032,3,T,,,
selected,1907234.java,1085,1094,3,T,,,
selected,1907234.java,1116,1125,3,T,,,
sample,ZipFiles.java,11,39,Q,,,,
selected,624262.java,98,115,3,T,,,
selected,2086614.java,39,61,3,T,,,
selected,1228025.java,39,61,3,T,,,
selected,1451011.java,442,455,3,T,,,
selected,2743200.java,18,44,3,T,,,
selected,2743200.java,15,46,3,T,,,
selected,2495537.java,99,116,3,T,,,
selected,1627071.java,40,72,3,T,,,
selected,249118.java,28,46,3,T,,,
selected,1039372.java,87,122,3,T,,,
selected,193340.java,103,131,3,T,,,
selected,1459247.java,72,92,3,T,,,
selected,796887.java,13,47,3,T,,,
selected,516807.java,46,82,3,T,,,
selected,1126481.java,287,307,3,T,,,
sample,FileChooser.java,38,65,Q,,,,
sample,FileChooser.java,9,36,2,T,,,
sample,FileChooser.java,67,94,3,T,,,
sample,FileChooser.java,96,123,3,T,,,
selected,121433.java,14,27,3,T,CR,,
selected,1234684.java,188,201,3,T,CR,,
selected,2174721.java,90,107,3,T,CR,,
selected,2148251.java,638,646,3,T,CR,,
selected,1708976.java,209,229,,F,CR,,
selected,1130557.java,260,274,3,T,CR,,
selected,2628336.java,172,182,3,T,CR,,
selected,450485.java,141,156,,F,,,
selected,1366207.java,332,344,,F,,,
selected,2737021.java,111,121,,F,,,
selected,1540229.java,335,345,,F,,,
selected,2425170.java,99,110,,F,,,
sample,BinarySearch.java,48,61,Q,,,,
sample,BinarySearch.java,32,46,3,T,,,
sample,BinarySearch.java,19,30,3,T,,,
selected,1559389.java,299,310,3,T,CR,,
selected,2514455.java,9,17,3,T,,,
selected,220170.java,10,18,3,T,,,
selected,1763909.java,12,28,,F,CR,,
default,120095.java,28,36,3,T,CR,,
default,54860.java,45,54,3,T,CR,,
selected,218824.java,665,675,3,T,CR,,
selected,1040028.java,132,142,3,T,CR,,
selected,1040028.java,272,282,,F,,,
selected,976148.java,11,22,3,T,CR,,
default,106936.java,11,18,3,T,,,
selected,1559389.java,351,357,3,T,CR,,
selected,2388039.java,395,405,,F,,,
sample,FTP_FTP4J_Samples.java,15,20,Q,,,,
sample,FTP_FTP4J_Samples.java,22,27,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,11,16,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,25,31,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,33,38,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,47,53,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,18,23,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,40,45,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,69,75,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,55,60,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,62,67,3,T,,,
selected,14032.java,23,34,3,T,,,
selected,853582.java,50,59,3,T,,,
selected,444208.java,52,57,,F,,,
selected,1896742.java,52,57,,F,,,
selected,1261347.java,181,189,,F,,,
